airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment
TS,MCO,Orlando International Airport,Orlando,United States,YQM,Greater Moncton International Airport,Moncton,Canada,738
TS,MCO,Orlando International Airport,Orlando,United States,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,330
TS,MCO,Orlando International Airport,Orlando,United States,YYT,St. John's International Airport,St. John's,Canada,738
TS,MCO,Orlando International Airport,Orlando,United States,YYZ,Lester B. Pearson International Airport,Toronto,Canada,738 310
TS,MRS,Marseille Provence Airport,Marseille,France,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310 330
TS,NCE,Nice-Côte d'Azur Airport,Nice,France,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,310
TS,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,YQB,Quebec Jean Lesage International Airport,Quebec,Canada,310
TS,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,YYZ,Lester B. Pearson International Airport,Toronto,Canada,330 738
TS,PVR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,738
TS,PVR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,YVR,Vancouver International Airport,Vancouver,Canada,330
TS,SNU,Abel Santamaria Airport,Santa Clara,Cuba,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310 737
TS,SNU,Abel Santamaria Airport,Santa Clara,Cuba,YYZ,Lester B. Pearson International Airport,Toronto,Canada,737
TS,TLS,Toulouse-Blagnac Airport,Toulouse,France,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,VCE,Venice Marco Polo Airport,Venice,Italy,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,VCE,Venice Marco Polo Airport,Venice,Italy,YYZ,Lester B. Pearson International Airport,Toronto,Canada,310
TS,VRA,Juan Gualberto Gomez International Airport,Varadero,Cuba,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,310
TS,VRA,Juan Gualberto Gomez International Airport,Varadero,Cuba,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,738 310
TS,VRA,Juan Gualberto Gomez International Airport,Varadero,Cuba,YYZ,Lester B. Pearson International Airport,Toronto,Canada,738
TS,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,MCO,Orlando International Airport,Orlando,United States,738
TS,YQB,Quebec Jean Lesage International Airport,Quebec,Canada,CDG,Charles de Gaulle International Airport,Paris,France,310 330
TS,YQB,Quebec Jean Lesage International Airport,Quebec,Canada,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,310
TS,YQM,Greater Moncton International Airport,Moncton,Canada,MCO,Orlando International Airport,Orlando,United States,738
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,AGP,Málaga Airport,Malaga,Spain,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,ATH,Eleftherios Venizelos International Airport,Athens,Greece,330
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,BCN,Barcelona International Airport,Barcelona,Spain,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,BRU,Brussels Airport,Brussels,Belgium,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,CCC,Jardines Del Rey Airport,Cunagua,Cuba,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,CDG,Charles de Gaulle International Airport,Paris,France,330 310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,CUN,Cancún International Airport,Cancun,Mexico,310 330
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,330 310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,HOG,Frank Pais International Airport,Holguin,Cuba,330
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,LGW,London Gatwick Airport,London,United Kingdom,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,LYS,Lyon Saint-Exupéry Airport,Lyon,France,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,MBJ,Sangster International Airport,Montego Bay,Jamaica,738
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,MCO,Orlando International Airport,Orlando,United States,330
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,MRS,Marseille Provence Airport,Marseille,France,310 330
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,NCE,Nice-Côte d'Azur Airport,Nice,France,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,POP,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,738
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,PVR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,738
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,SNU,Abel Santamaria Airport,Santa Clara,Cuba,738
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,TLS,Toulouse-Blagnac Airport,Toulouse,France,310
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,VCE,Venice Marco Polo Airport,Venice,Italy,330
TS,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,VRA,Juan Gualberto Gomez International Airport,Varadero,Cuba,738 310
TS,YVR,Vancouver International Airport,Vancouver,Canada,CUN,Cancún International Airport,Cancun,Mexico,330
TS,YVR,Vancouver International Airport,Vancouver,Canada,LGW,London Gatwick Airport,London,United Kingdom,330
TS,YVR,Vancouver International Airport,Vancouver,Canada,MAN,Manchester Airport,Manchester,United Kingdom,330
TS,YVR,Vancouver International Airport,Vancouver,Canada,PVR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,330
TS,YYC,Calgary International Airport,Calgary,Canada,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
TS,YYC,Calgary International Airport,Calgary,Canada,FRA,Frankfurt am Main Airport,Frankfurt,Germany,330
TS,YYC,Calgary International Airport,Calgary,Canada,GLA,Glasgow International Airport,Glasgow,United Kingdom,330
TS,YYC,Calgary International Airport,Calgary,Canada,LGW,London Gatwick Airport,London,United Kingdom,330
TS,YYC,Calgary International Airport,Calgary,Canada,MAN,Manchester Airport,Manchester,United Kingdom,330
TS,YYT,St. John's International Airport,St. John's,Canada,MCO,Orlando International Airport,Orlando,United States,737
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,ATH,Eleftherios Venizelos International Airport,Athens,Greece,330
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,BCN,Barcelona International Airport,Barcelona,Spain,310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,CDG,Charles de Gaulle International Airport,Paris,France,330
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,CUN,Cancún International Airport,Cancun,Mexico,330 310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,DUB,Dublin Airport,Dublin,Ireland,310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,330
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,738
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,GLA,Glasgow International Airport,Glasgow,United Kingdom,310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,HOG,Frank Pais International Airport,Holguin,Cuba,738
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,LGW,London Gatwick Airport,London,United Kingdom,330
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,MAN,Manchester Airport,Manchester,United Kingdom,310 330
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,MBJ,Sangster International Airport,Montego Bay,Jamaica,738 310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,MCO,Orlando International Airport,Orlando,United States,738 310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,330 738
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,SNU,Abel Santamaria Airport,Santa Clara,Cuba,738
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,VCE,Venice Marco Polo Airport,Venice,Italy,310
TS,YYZ,Lester B. Pearson International Airport,Toronto,Canada,VRA,Juan Gualberto Gomez International Airport,Varadero,Cuba,738
TU,ABJ,Port Bouet Airport,Abidjan,Cote d'Ivoire,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320
TU,ALG,Houari Boumediene Airport,Algier,Algeria,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320 32A
TU,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TUN,Tunis Carthage International Airport,Tunis,Tunisia,319 736
TU,BCN,Barcelona International Airport,Barcelona,Spain,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 320 319
TU,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,TUN,Tunis Carthage International Airport,Tunis,Tunisia,736 32A
TU,BEN,Benina International Airport,Benghazi,Libya,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320 32A
TU,BEY,Beirut Rafic Hariri International Airport,Beirut,Lebanon,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320
TU,BKO,Modibo Keita International Airport,Bamako,Mali,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320
TU,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320 319
TU,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,TUN,Tunis Carthage International Airport,Tunis,Tunisia,736
TU,BRU,Brussels Airport,Brussels,Belgium,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,32A
TU,BRU,Brussels Airport,Brussels,Belgium,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,32A
TU,BRU,Brussels Airport,Brussels,Belgium,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 320
TU,BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,32A
TU,CAI,Cairo International Airport,Cairo,Egypt,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A
TU,CMN,Mohammed V International Airport,Casablanca,Morocco,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 320 319
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,BRU,Brussels Airport,Brussels,Belgium,32A
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,32A
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,DUS,Düsseldorf Airport,Duesseldorf,Germany,736
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,FRA,Frankfurt am Main Airport,Frankfurt,Germany,736
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,319 32A
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,HAM,Hamburg Airport,Hamburg,Germany,319
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,LYS,Lyon Saint-Exupéry Airport,Lyon,France,736 319
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,MRS,Marseille Provence Airport,Marseille,France,736
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,MUC,Munich Airport,Munich,Germany,736
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,NCE,Nice-Côte d'Azur Airport,Nice,France,736
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,NTE,Nantes Atlantique Airport,Nantes,France,32A
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,ORY,Paris-Orly Airport,Paris,France,319 736
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,SXB,Strasbourg Airport,Strasbourg,France,736 319
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,SXF,Berlin-Schönefeld Airport,Berlin,Germany,319
TU,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,ZRH,Zürich Airport,Zurich,Switzerland,736 32A
TU,DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320 32A
TU,DME,Domodedovo International Airport,Moscow,Russia,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A
TU,DUS,Düsseldorf Airport,Duesseldorf,Germany,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,736
TU,DUS,Düsseldorf Airport,Duesseldorf,Germany,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,736
TU,DUS,Düsseldorf Airport,Duesseldorf,Germany,TUN,Tunis Carthage International Airport,Tunis,Tunisia,736 32A
TU,DXB,Dubai International Airport,Dubai,United Arab Emirates,TUN,Tunis Carthage International Airport,Tunis,Tunisia,319
TU,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 320 319
TU,FRA,Frankfurt am Main Airport,Frankfurt,Germany,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,736
TU,FRA,Frankfurt am Main Airport,Frankfurt,Germany,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,32A
TU,FRA,Frankfurt am Main Airport,Frankfurt,Germany,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 320
TU,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,319 32A
TU,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,32A
TU,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A
TU,HAM,Hamburg Airport,Hamburg,Germany,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,319
TU,HAM,Hamburg Airport,Hamburg,Germany,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,32A
TU,IST,Atatürk International Airport,Istanbul,Turkey,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 736 320
TU,JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 320
TU,KWI,Kuwait International Airport,Kuwait,Kuwait,TUN,Tunis Carthage International Airport,Tunis,Tunisia,319
TU,LAQ,La Abraq Airport,Al Bayda',Libya,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A
TU,LHR,London Heathrow Airport,London,United Kingdom,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A
TU,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A
TU,LYS,Lyon Saint-Exupéry Airport,Lyon,France,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,736 319
TU,LYS,Lyon Saint-Exupéry Airport,Lyon,France,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,736 32A
TU,LYS,Lyon Saint-Exupéry Airport,Lyon,France,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 320
TU,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,32A
TU,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,TUN,Tunis Carthage International Airport,Tunis,Tunisia,32A 320
TU,MED,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320 32A
TU,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,BRU,Brussels Airport,Brussels,Belgium,32A
TU,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,32A
TU,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,LYS,Lyon Saint-Exupéry Airport,Lyon,France,736 32A
TU,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MRS,Marseille Provence Airport,Marseille,France,32A 736
TU,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,NCE,Nice-Côte d'Azur Airport,Nice,France,32A 736
TU,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,ORY,Paris-Orly Airport,Paris,France,736 32A
TU,MRS,Marseille Provence Airport,Marseille,France,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,736
TU,MRS,Marseille Provence Airport,Marseille,France,MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,32A 736
TU,MRS,Marseille Provence Airport,Marseille,France,TUN,Tunis Carthage International Airport,Tunis,Tunisia,320 319 32A 736
TU,MUC,Munich Airport,Munich,Germany,DJE,Djerba Zarzis International Airport,Djerba,Tunisia,736
TU,MUC,Munich Airport,Munich,Germany,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,736
TU,MUC,Munich Airport,Munich,Germany,TUN,Tunis Carthage International Airport,Tunis,Tunisia,736
TU,MXP,Malpensa International Airport,Milano,Italy,TUN,Tunis Carthage International Airport,Tunis,Tunisia,319 32A 320
TU,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,DUS,Düsseldorf Airport,Duesseldorf,Germany,736
TU,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,FRA,Frankfurt am Main Airport,Frankfurt,Germany,32A
TU,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,HAM,Hamburg Airport,Hamburg,Germany,32A
TU,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,MUC,Munich Airport,Munich,Germany,736
TU,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,SXF,Berlin-Schönefeld Airport,Berlin,Germany,319
TU,NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,ZRH,Zürich Airport,Zurich,Switzerland,319
