airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment,flight
Vistara,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,SPU,Split Airport,Split,Croatia,DH4,UK-933
Air_India,FRA,Frankfurt am Main Airport,Frankfurt,Germany,DBV,Dubrovnik Airport,Dubrovnik,Croatia,319 320,AI-889
Indigo,FRA,Frankfurt am Main Airport,Frankfurt,Germany,PUY,Pula Airport,Pula,Croatia,319 320,6.00E-198
Air_India,FRA,Frankfurt am Main Airport,Frankfurt,Germany,SPU,Split Airport,Split,Croatia,320 319,AI-889
Vistara,FRA,Frankfurt am Main Airport,Frankfurt,Germany,ZAD,Zadar Airport,Zadar,Croatia,319,UK-977
Vistara,FRA,Frankfurt am Main Airport,Frankfurt,Germany,ZAG,Zagreb Airport,Zagreb,Croatia,320 319,UK-955
Vistara,IST,Atatürk International Airport,Istanbul,Turkey,ZAG,Zagreb Airport,Zagreb,Croatia,319,UK-705
Air_India,LGW,London Gatwick Airport,London,United Kingdom,SPU,Split Airport,Split,Croatia,320,AI-469
Air_India,LHR,London Heathrow Airport,London,United Kingdom,RJK,Rijeka Airport,Rijeka,Croatia,320,AI-483
Air_India,LHR,London Heathrow Airport,London,United Kingdom,SPU,Split Airport,Split,Croatia,320,AI-877
Air_India,LHR,London Heathrow Airport,London,United Kingdom,ZAG,Zagreb Airport,Zagreb,Croatia,319 320,AI-540
Vistara,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,319,UK-975
Vistara,LYS,Lyon Saint-Exupéry Airport,Lyon,France,SPU,Split Airport,Split,Croatia,DH4,UK-975
Vistara,MUC,Munich Airport,Munich,Germany,DBV,Dubrovnik Airport,Dubrovnik,Croatia,319 E95 320,UK-981
Vistara,MUC,Munich Airport,Munich,Germany,SPU,Split Airport,Split,Croatia,DH4,UK-953
Indigo,MUC,Munich Airport,Munich,Germany,ZAD,Zadar Airport,Zadar,Croatia,DH4,6E-397
Vistara,MUC,Munich Airport,Munich,Germany,ZAG,Zagreb Airport,Zagreb,Croatia,DH4,UK-951
Vistara,PRN,Priština International Airport,Pristina,Serbia,ZAG,Zagreb Airport,Zagreb,Croatia,DH4,UK-995
Vistara,PUY,Pula Airport,Pula,Croatia,FRA,Frankfurt am Main Airport,Frankfurt,Germany,319 320,UK-993
Vistara,RJK,Rijeka Airport,Rijeka,Croatia,LHR,London Heathrow Airport,London,United Kingdom,320,UK-927
Vistara,SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,ZAG,Zagreb Airport,Zagreb,Croatia,DH4,UK-945
Vistara,SKP,Skopje Alexander the Great Airport,Skopje,Macedonia,ZAG,Zagreb Airport,Zagreb,Croatia,319 DH4,UK-995
Vistara,SPU,Split Airport,Split,Croatia,ATH,Eleftherios Venizelos International Airport,Athens,Greece,319,UK-927
Vistara,SPU,Split Airport,Split,Croatia,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,DH4,UK-985
Vistara,SPU,Split Airport,Split,Croatia,CDG,Charles de Gaulle International Airport,Paris,France,319 320,UK-933
Air_India,SPU,Split Airport,Split,Croatia,DUS,Düsseldorf Airport,Duesseldorf,Germany,319,AI-803
GO_FIRST,SPU,Split Airport,Split,Croatia,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,DH4,G8-113
Indigo,SPU,Split Airport,Split,Croatia,FRA,Frankfurt am Main Airport,Frankfurt,Germany,320 319,6E-2247
Air_India,SPU,Split Airport,Split,Croatia,LGW,London Gatwick Airport,London,United Kingdom,320,AI-439
Vistara,SPU,Split Airport,Split,Croatia,LHR,London Heathrow Airport,London,United Kingdom,320,UK-963
Vistara,SPU,Split Airport,Split,Croatia,LYS,Lyon Saint-Exupéry Airport,Lyon,France,DH4,UK-943
Vistara,SPU,Split Airport,Split,Croatia,MUC,Munich Airport,Munich,Germany,DH4,UK-963
Vistara,SPU,Split Airport,Split,Croatia,TXL,Berlin-Tegel Airport,Berlin,Germany,319,UK-943
Vistara,SPU,Split Airport,Split,Croatia,VIE,Vienna International Airport,Vienna,Austria,DH4,UK-977
Vistara,SPU,Split Airport,Split,Croatia,ZRH,Zürich Airport,Zurich,Switzerland,DH4,UK-955
Vistara,TXL,Berlin-Tegel Airport,Berlin,Germany,DBV,Dubrovnik Airport,Dubrovnik,Croatia,319,UK-941
AirAsia,TXL,Berlin-Tegel Airport,Berlin,Germany,SPU,Split Airport,Split,Croatia,319,I5-783
AirAsia,TXL,Berlin-Tegel Airport,Berlin,Germany,ZAG,Zagreb Airport,Zagreb,Croatia,320,I5-1529
Indigo,VCE,Venice Marco Polo Airport,Venice,Italy,DBV,Dubrovnik Airport,Dubrovnik,Croatia,DH4,6E-6238
Air_India,VIE,Vienna International Airport,Vienna,Austria,DBV,Dubrovnik Airport,Dubrovnik,Croatia,321 319 320,AI-537
Vistara,VIE,Vienna International Airport,Vienna,Austria,SPU,Split Airport,Split,Croatia,DH4,UK-859
Vistara,VIE,Vienna International Airport,Vienna,Austria,ZAG,Zagreb Airport,Zagreb,Croatia,DH4,UK-829
SpiceJet,ZAD,Zadar Airport,Zadar,Croatia,FRA,Frankfurt am Main Airport,Frankfurt,Germany,319,SG-8903
SpiceJet,ZAD,Zadar Airport,Zadar,Croatia,MUC,Munich Airport,Munich,Germany,DH4,SG-8187
Vistara,ZAG,Zagreb Airport,Zagreb,Croatia,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,319 320,UK-879
Vistara,ZAG,Zagreb Airport,Zagreb,Croatia,BCN,Barcelona International Airport,Barcelona,Spain,319,UK-899
SpiceJet,ZAG,Zagreb Airport,Zagreb,Croatia,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,319 320,SG-8903
Vistara,ZAG,Zagreb Airport,Zagreb,Croatia,BRU,Brussels Airport,Brussels,Belgium,DH4,UK-871
Vistara,ZAG,Zagreb Airport,Zagreb,Croatia,CDG,Charles de Gaulle International Airport,Paris,France,319 320,UK-829
Air_India,ZAG,Zagreb Airport,Zagreb,Croatia,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,319 DH4,AI-453
Air_India,ZAG,Zagreb Airport,Zagreb,Croatia,FRA,Frankfurt am Main Airport,Frankfurt,Germany,320 319,AI-453
Air_India,ZAG,Zagreb Airport,Zagreb,Croatia,IST,Atatürk International Airport,Istanbul,Turkey,319,AI-453
Vistara,ZAG,Zagreb Airport,Zagreb,Croatia,LHR,London Heathrow Airport,London,United Kingdom,319 320,UK-811
Vistara,ZAG,Zagreb Airport,Zagreb,Croatia,MUC,Munich Airport,Munich,Germany,DH4,UK-811
Indigo,ZAG,Zagreb Airport,Zagreb,Croatia,PRN,Priština International Airport,Pristina,Serbia,DH4,6E-5012
Indigo,ZAG,Zagreb Airport,Zagreb,Croatia,SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,DH4,6E-2329
Indigo,ZAG,Zagreb Airport,Zagreb,Croatia,SKP,Skopje Alexander the Great Airport,Skopje,Macedonia,319 DH4,6E-6238
Indigo,ZAG,Zagreb Airport,Zagreb,Croatia,TXL,Berlin-Tegel Airport,Berlin,Germany,320,6E-2089
Air_India,ZAG,Zagreb Airport,Zagreb,Croatia,VIE,Vienna International Airport,Vienna,Austria,DH4,AI-485
Air_India,ZAG,Zagreb Airport,Zagreb,Croatia,ZRH,Zürich Airport,Zurich,Switzerland,DH4,AI-764
AirAsia,ZRH,Zürich Airport,Zurich,Switzerland,DBV,Dubrovnik Airport,Dubrovnik,Croatia,DH4,I5-711
AirAsia,ZRH,Zürich Airport,Zurich,Switzerland,SPU,Split Airport,Split,Croatia,DH4,I5-721
AirAsia,ZRH,Zürich Airport,Zurich,Switzerland,ZAG,Zagreb Airport,Zagreb,Croatia,DH4,I5-740
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9,AI-762
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,VXO,Växjö Kronoberg Airport,Vaxjo,Sweden,E70,AI-401
Air_India,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,E70 CR9,AI-767
AirAsia,BRU,Brussels Airport,Brussels,Belgium,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9,I5-829
AirAsia,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9 E70,I5-548
Vistara,KBP,Boryspil International Airport,Kiev,Ukraine,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9,UK-747
Vistara,LED,Pulkovo Airport,St. Petersburg,Russia,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,E70 CR9,UK-737
Vistara,NCE,Nice-Côte d'Azur Airport,Nice,France,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9,UK-727
SpiceJet,OSL,Oslo Lufthavn,Oslo,Norway,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,E70,SG-480
SpiceJet,SPU,Split Airport,Split,Croatia,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9,SG-8721
Air_India,SVO,Sheremetyevo International Airport,Moscow,Russia,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9 E70,AI-473
GO_FIRST,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CR9,G8-101
Indigo,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,E70 CR9,6E-755
Indigo,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,BRU,Brussels Airport,Brussels,Belgium,CR9,6E-2517
Indigo,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,CR9 E70,6E-387
Indigo,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,KBP,Boryspil International Airport,Kiev,Ukraine,CR9,6E-483
Indigo,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,LED,Pulkovo Airport,St. Petersburg,Russia,E70 CR9,6E-912
AirAsia,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,NCE,Nice-Côte d'Azur Airport,Nice,France,CR9,I5-550
SpiceJet,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,OSL,Oslo Lufthavn,Oslo,Norway,E70,SG-8263
SpiceJet,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,SPU,Split Airport,Split,Croatia,CR9,SG-1072
SpiceJet,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,SVO,Sheremetyevo International Airport,Moscow,Russia,E70 CR9,SG-8253
AirAsia,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TRD,Trondheim Airport Værnes,Trondheim,Norway,CR9 E70,I5-1529
AirAsia,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,VNO,Vilnius International Airport,Vilnius,Lithuania,CR9 E70,I5-740
Indigo,TRD,Trondheim Airport Værnes,Trondheim,Norway,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9 E70,6E-2154
SpiceJet,VNO,Vilnius International Airport,Vilnius,Lithuania,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CR9 E70,SG-2976
Indigo,VXO,Växjö Kronoberg Airport,Vaxjo,Sweden,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,E70,6E-761
Indigo,BKK,Suvarnabhumi Airport,Bangkok,Thailand,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,M82,6E-2043
Indigo,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,DMK,Don Mueang International Airport,Bangkok,Thailand,M82,6E-2367
Indigo,DMK,Don Mueang International Airport,Bangkok,Thailand,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,M82,6E-2841
Indigo,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,BKK,Suvarnabhumi Airport,Bangkok,Thailand,M82,6E-2513
Indigo,ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,763,6.00E-282
GO_FIRST,AKL,Auckland International Airport,Auckland,New Zealand,NRT,Narita International Airport,Tokyo,Japan,772,G8-103
Air_India,ALA,Almaty Airport,Alma-ata,Kazakhstan,ICN,Incheon International Airport,Seoul,South Korea,333 763,AI-415
GO_FIRST,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,ICN,Incheon International Airport,Seoul,South Korea,345,G8-423
Air_India,BKI,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,ICN,Incheon International Airport,Seoul,South Korea,321,AI-891
Air_India,BKK,Suvarnabhumi Airport,Bangkok,Thailand,ICN,Incheon International Airport,Seoul,South Korea,333 772,AI-891
Air_India,BKK,Suvarnabhumi Airport,Bangkok,Thailand,PUS,Gimhae International Airport,Busan,South Korea,330,AI-891
Air_India,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,ICN,Incheon International Airport,Seoul,South Korea,333 321,AI-889
Air_India,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,PUS,Gimhae International Airport,Busan,South Korea,320,AI-889
GO_FIRST,CDG,Charles de Gaulle International Airport,Paris,France,ICN,Incheon International Airport,Seoul,South Korea,772,G8-237
GO_FIRST,CEB,Mactan Cebu International Airport,Cebu,Philippines,ICN,Incheon International Airport,Seoul,South Korea,321 763,G8-145
AirAsia,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,ICN,Incheon International Airport,Seoul,South Korea,333,I5-740
Air_India,CGQ,Longjia Airport,Changchun,China,ICN,Incheon International Airport,Seoul,South Korea,763 321,AI-877
AirAsia,CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,PEK,Beijing Capital International Airport,Beijing,China,321,I5-747
AirAsia,CJU,Jeju International Airport,Cheju,South Korea,FUK,Fukuoka Airport,Fukuoka,Japan,320,I5-784
AirAsia,CKG,Chongqing Jiangbei International Airport,Chongqing,China,ICN,Incheon International Airport,Seoul,South Korea,320 763 321,I5-1529
AirAsia,CRK,Diosdado Macapagal International Airport,Angeles City,Philippines,ICN,Incheon International Airport,Seoul,South Korea,321,I5-747
AirAsia,CSX,Changsha Huanghua International Airport,Changcha,China,ICN,Incheon International Airport,Seoul,South Korea,321,I5-1529
AirAsia,CTU,Chengdu Shuangliu International Airport,Chengdu,China,ICN,Incheon International Airport,Seoul,South Korea,321,I5-784
Air_India,DAD,Da Nang International Airport,Danang,Vietnam,ICN,Incheon International Airport,Seoul,South Korea,321,AI-868
Air_India,DEL,Indira Gandhi International Airport,Delhi,India,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,77L,AI-636
Air_India,DEL,Indira Gandhi International Airport,Delhi,India,ICN,Incheon International Airport,Seoul,South Korea,333,AI-678
Air_India,DLC,Zhoushuizi Airport,Dalian,China,ICN,Incheon International Airport,Seoul,South Korea,321,AI-665
Air_India,DOH,Hamad International Airport,Doha,Qatar,ICN,Incheon International Airport,Seoul,South Korea,333,AI-887
Air_India,DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,ICN,Incheon International Airport,Seoul,South Korea,763,AI-441
Air_India,FRA,Frankfurt am Main Airport,Frankfurt,Germany,ICN,Incheon International Airport,Seoul,South Korea,74E,AI-839
Air_India,FUK,Fukuoka Airport,Fukuoka,Japan,CJU,Jeju International Airport,Cheju,South Korea,320,AI-542
Air_India,FUK,Fukuoka Airport,Fukuoka,Japan,ICN,Incheon International Airport,Seoul,South Korea,333 321 77L 763,AI-560
GO_FIRST,FUK,Fukuoka Airport,Fukuoka,Japan,PUS,Gimhae International Airport,Busan,South Korea,734 320,G8-422
Air_India,GMP,Gimpo International Airport,Seoul,South Korea,HND,Tokyo Haneda International Airport,Tokyo,Japan,333,AI-865
Air_India,GMP,Gimpo International Airport,Seoul,South Korea,KIX,Kansai International Airport,Osaka,Japan,321,AI-805
Air_India,GMP,Gimpo International Airport,Seoul,South Korea,PEK,Beijing Capital International Airport,Beijing,China,333,AI-544
GO_FIRST,GMP,Gimpo International Airport,Seoul,South Korea,SHA,Shanghai Hongqiao International Airport,Shanghai,China,333,G8-1404
Air_India,HAN,Noi Bai International Airport,Hanoi,Vietnam,ICN,Incheon International Airport,Seoul,South Korea,321 333,AI-868
Air_India,HFE,Hefei Luogang International Airport,Hefei,China,ICN,Incheon International Airport,Seoul,South Korea,321,AI-441
Air_India,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,ICN,Incheon International Airport,Seoul,South Korea,333,AI-636
Air_India,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,PUS,Gimhae International Airport,Busan,South Korea,320,AI-678
Air_India,HIJ,Hiroshima Airport,Hiroshima,Japan,ICN,Incheon International Airport,Seoul,South Korea,321,AI-665
Air_India,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,DEL,Indira Gandhi International Airport,Delhi,India,77L,AI-887
AirAsia,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,ICN,Incheon International Airport,Seoul,South Korea,744 321 320 333 763,I5-768
GO_FIRST,HKT,Phuket International Airport,Phuket,Thailand,ICN,Incheon International Airport,Seoul,South Korea,763,G8-153
GO_FIRST,HND,Tokyo Haneda International Airport,Tokyo,Japan,GMP,Gimpo International Airport,Seoul,South Korea,333,G8-7535
GO_FIRST,HND,Tokyo Haneda International Airport,Tokyo,Japan,ICN,Incheon International Airport,Seoul,South Korea,321,G8-7534
GO_FIRST,HNL,Daniel K Inouye International Airport,Honolulu,United States,ICN,Incheon International Airport,Seoul,South Korea,333,G8-392
GO_FIRST,HRB,Taiping Airport,Harbin,China,ICN,Incheon International Airport,Seoul,South Korea,763,G8-354
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,ALA,Almaty Airport,Alma-ata,Kazakhstan,333 763,G8-336
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,345,G8-7533
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,BKI,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,321,G8-113
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,BKK,Suvarnabhumi Airport,Bangkok,Thailand,333 772,G8-330
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,333 321,G8-275
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CDG,Charles de Gaulle International Airport,Paris,France,772,G8-346
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CEB,Mactan Cebu International Airport,Cebu,Philippines,321 763,G8-323
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,333,G8-713
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CGQ,Longjia Airport,Changchun,China,763 321,G8-338
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CKG,Chongqing Jiangbei International Airport,Chongqing,China,320 763 321,G8-171
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CRK,Diosdado Macapagal International Airport,Angeles City,Philippines,321,G8-7535
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CSX,Changsha Huanghua International Airport,Changcha,China,321,G8-2513
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,CTU,Chengdu Shuangliu International Airport,Chengdu,China,321,G8-334
GO_FIRST,ICN,Incheon International Airport,Seoul,South Korea,DAD,Da Nang International Airport,Danang,Vietnam,321,G8-7534
Indigo,ICN,Incheon International Airport,Seoul,South Korea,DEL,Indira Gandhi International Airport,Delhi,India,333,6E-2181
Indigo,ICN,Incheon International Airport,Seoul,South Korea,DLC,Zhoushuizi Airport,Dalian,China,321,6.00E-148
Indigo,ICN,Incheon International Airport,Seoul,South Korea,DOH,Hamad International Airport,Doha,Qatar,333,6.00E-181
Indigo,ICN,Incheon International Airport,Seoul,South Korea,DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,763,6E-2083
Indigo,ICN,Incheon International Airport,Seoul,South Korea,FRA,Frankfurt am Main Airport,Frankfurt,Germany,74E,6E-2181
Indigo,ICN,Incheon International Airport,Seoul,South Korea,FUK,Fukuoka Airport,Fukuoka,Japan,333 321 77L 763,6E-2615
Indigo,ICN,Incheon International Airport,Seoul,South Korea,HAN,Noi Bai International Airport,Hanoi,Vietnam,321 333,6E-2031
Indigo,ICN,Incheon International Airport,Seoul,South Korea,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,333,6E-926
Indigo,ICN,Incheon International Airport,Seoul,South Korea,HIJ,Hiroshima Airport,Hiroshima,Japan,321,6.00E-198
Indigo,ICN,Incheon International Airport,Seoul,South Korea,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,320 333 321 744 763,6E-5031
Indigo,ICN,Incheon International Airport,Seoul,South Korea,HKT,Phuket International Airport,Phuket,Thailand,763,6E-6205
Indigo,ICN,Incheon International Airport,Seoul,South Korea,HND,Tokyo Haneda International Airport,Tokyo,Japan,321,6E-2331
Indigo,ICN,Incheon International Airport,Seoul,South Korea,HNL,Daniel K Inouye International Airport,Honolulu,United States,333,6E-2148
Indigo,ICN,Incheon International Airport,Seoul,South Korea,HRB,Taiping Airport,Harbin,China,763,6E-2046
